dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,epoch,character
0.35813352,-0.04732554,-0.39306715,-0.13666493,-0.35335416,-0.39852312,0.37298486,0.32565576,-0.2276667,0.5217493,0.085599944,0.83327913,0.16591063,-0.2677669,-0.67425805,0.73800075,0.75258493,-0.45476592,-0.25259435,-0.45413843,0,I
0.31027868,-0.2175427,-0.09681559,-0.10840691,-0.27387962,0.52049816,-0.11914926,0.08056105,0.024980506,0.3935721,0.9803987,-0.6289441,-0.34995273,0.82970744,-0.39600664,-0.3209667,-0.009140865,0.24749216,-0.23003529,-0.8783009,0,W
0.5634839,0.33691895,-0.36099437,-0.3904157,-0.017748319,-0.018076127,-0.15738463,0.49844393,0.6201264,0.18620324,-0.17403121,0.09127508,-0.020016128,0.34875196,0.23743656,-0.15135685,-0.86892027,-0.66194767,1.0490446,-0.24396835,0,D
0.055010054,0.102258794,0.13027833,0.23055352,0.21227655,0.38575053,0.64974046,0.3532303,0.1798209,-0.53389245,1.1548631,-0.27543002,-0.43598822,-0.09501916,-0.29179525,0.12969461,-0.2870274,-0.56101,0.84663206,0.1834678,0,R
0.57198906,0.6866369,0.32653278,0.17677875,0.45200247,0.52716213,0.5326223,0.20545721,0.47029316,0.41942018,-0.43700343,-0.001655079,-0.416808,0.734344,-0.08300992,-0.20446976,0.28820243,0.5503739,-0.18719152,-0.69614184,0,F
-0.1202471,-0.09418892,0.64726365,0.35459274,-0.072198674,-0.53470653,0.20322601,0.44468796,-0.70150346,-0.47422385,-0.1854243,0.18831849,-0.42720264,0.72617674,-0.07630947,-0.030390989,-0.095177546,0.6753865,-0.6981116,0.66769904,0,L
0.44406527,0.012017782,-0.5792207,-0.58953494,0.5757569,0.5020285,0.71437883,0.8146626,0.48353148,-0.22479568,0.24699421,-0.5849342,-0.4914324,0.22057423,-0.21238862,0.23896085,0.44761375,-0.1243491,-0.25763667,-0.0038166647,0,G
0.46462634,-0.4508343,0.31733721,-0.084389545,0.23688146,-0.9351837,-0.40227064,0.40121928,-0.20905943,-0.14960958,-0.12822193,0.5072129,-0.98446226,-0.05025513,-0.2754322,-0.0039497116,-0.46692166,0.41674125,-0.54629403,-0.37692857,0,J
-0.29662493,0.32271183,-0.9288006,0.055350654,-0.14007346,0.04418413,-0.63938856,-0.6463792,-0.07216423,0.6447989,0.11276278,0.32436264,-0.679017,0.63161975,-0.3001273,0.09302659,-0.3094795,-0.6189291,-0.3357546,-0.06870039,0,2
-0.23811433,0.22460394,0.12595776,0.037387077,-0.15866582,0.34901932,0.39884213,0.075683646,-0.17692696,1.0212855,-0.43192518,0.661401,0.16009551,-0.20428585,-0.30647787,-0.24098898,0.19593725,-0.76666385,0.053158406,-1.0085148,0,N
0.2995852,-0.30118942,0.28692117,-0.59199655,-0.5340903,-0.011826426,-0.2574335,0.55770695,-0.46901572,-0.021497376,-0.024608823,0.6290414,-0.6507378,-0.20017146,-0.029475974,1.07724,0.2930564,-0.20317551,0.57562387,0.15480164,0,5
0.104046255,-0.16260624,0.7471117,0.78530866,0.13186276,-0.26730898,-0.6063783,-0.032217056,-0.49851102,0.46759233,-0.4530573,0.36566624,-0.9606546,-0.06033268,-0.51675385,0.0715185,0.24472307,-0.18453273,0.47335216,-0.08657079,0,j
-0.2327396,-0.72514933,0.13937199,0.57079244,-0.29292032,-0.51609653,0.7538158,-0.26976255,0.16899757,-0.4783682,0.42460418,-0.08406671,0.3880542,-0.021271525,-0.48574936,-0.23392025,0.85668194,-0.2975761,0.5056812,-0.3419989,0,9
0.4015367,0.021286123,0.38816047,-0.34484297,0.33158267,-0.6182645,-0.24662676,0.1549029,0.12727292,-0.16167551,-0.14992371,-0.03335713,0.4012785,0.18866041,0.5281574,-0.24458943,1.3017399,0.7919649,-0.15721309,-0.20962407,0,E
0.29479486,0.35609862,0.883263,-0.4999088,0.48950207,0.15510614,-0.6060243,-0.47023687,-0.28085035,-0.19918734,-0.5833441,0.78139746,0.54425025,-0.24365474,-0.09546034,0.13852029,0.10864406,-0.5769139,0.24055961,-0.2199217,0,O
0.21587625,-0.019235862,-0.25299466,0.46556103,0.6754753,-0.592981,-0.10674986,0.093140714,-0.253906,-0.6892903,-0.09620706,0.732614,0.10772152,-0.8865089,-0.21360739,-0.70839447,0.5072829,0.29967284,0.023060473,-0.25713286,0,q
0.07811068,-0.2868624,0.023496434,-0.45200127,1.2434783,0.31213608,0.15679573,-0.10998003,0.2972205,0.0916246,0.8154877,0.5792116,0.03296796,0.49761426,-0.05529481,0.6505529,-0.262075,-0.0062411604,-0.0903246,-0.42106846,0,K
-0.40361068,-0.12828723,0.49550906,-0.22766116,-0.10505184,0.22690138,0.2799214,-0.5214154,0.99831283,-0.5876085,-0.3991497,-0.40847537,0.4502846,-0.02489002,0.06436563,0.6481029,-0.67019904,0.5193915,0.30226758,0.06775319,0,3
-0.79406136,-0.08870601,1.1462157,-0.26790488,0.50161284,0.4141427,0.014096741,-0.04635587,0.3457151,-0.61548376,0.5397137,-0.23601025,-0.00020654727,0.60211897,-0.21241702,0.115513146,-0.36780953,0.29526317,0.035214756,-0.24594682,0,6
-0.65232015,-0.8321992,0.32670087,-0.5104107,0.14865139,-0.5036309,0.23358186,-0.03782398,0.83473426,-0.40673554,0.28608713,0.17986773,-0.100666635,0.45066258,0.09886452,-0.56196576,0.5530085,0.14105871,0.01688903,-0.5845627,0,z
1.1243916,0.0038182107,-0.1479855,-0.58007133,0.18673983,-0.044485763,0.32321322,-0.3633117,-0.782359,-0.16463414,-0.20430063,-0.74307895,-0.49854952,-0.48429626,-0.014946515,0.29996493,-0.4873816,-0.09589326,0.13624284,-0.17984311,0,;
-0.49770004,0.104396544,-0.07631154,-0.20797789,0.69331723,-0.007178761,0.05225758,0.16882186,0.8864337,0.1420401,-0.42911372,0.48707464,-0.18398327,0.12922266,-0.25969857,-0.42252004,-1.1277326,0.33838564,-0.120765604,0.50560915,0,4
-0.2085602,0.177692,0.22099622,-1.0474275,-0.08065246,-0.26881668,-0.31572255,0.5253427,-0.63760877,-0.47198215,-0.41211432,-0.2694908,-0.5460052,0.14244029,-0.5101902,0.5657238,-0.12337249,0.58343977,-0.36998212,-0.24802907,0,U
0.063047394,0.21261524,-0.42173848,-0.08192101,0.6432021,-0.5997123,-0.3942532,0.4648055,-0.33595014,0.45700645,-0.2361661,-0.30322924,0.33250886,0.35771477,0.12625794,-0.13217366,-0.8675762,0.4873748,-0.35564,0.8736854,0,7
0.062678434,-0.05888219,0.5141654,-0.80424404,0.15653695,0.16101928,0.98786944,0.42079157,0.06294265,-0.26677954,0.48103335,0.38386384,-0.10325909,0.26649734,0.74776304,0.30202886,-0.42262954,0.6972986,0.16079779,0.037652995,0,8
0.21881081,0.5044542,0.36604255,-0.051727362,0.69998354,0.11962324,-0.7162378,-0.13288565,-0.76339906,-0.0036817212,-0.7217962,0.24433137,-0.07584733,-0.86417705,-0.43088394,-0.040027402,-0.17877182,-0.15906474,0.6044251,0.012468449,0,$
-0.05055522,-0.40817764,0.59822476,0.7012244,0.22381775,0.21218687,-0.41196808,0.4611783,-0.066650696,-0.48406115,1.0676433,0.08185937,-0.26734653,0.47727078,-0.40525475,0.13453074,0.45991975,-0.16929543,-0.019005118,0.629496,0,:
-1.024643,-0.3276406,-0.2330696,-0.6443629,-0.20825365,-0.38144052,-0.11299613,0.54018515,-0.7785929,-0.68821627,-0.22158238,-0.2106301,0.39789397,0.38409796,0.044882193,0.0806399,-0.13740909,-0.21636203,0.57081664,0.024358701,0,)
0.12695844,-0.8302313,0.154312,0.40382218,0.48512918,0.34261444,0.013285399,0.3569811,-0.3179716,-0.8376338,-0.16130699,0.7121332,-0.17688896,-0.19107704,0.9239435,0.32288924,0.047614187,-0.33539546,-0.20380783,0.33083457,0,(
-0.5076188,-0.02614301,0.0053696483,-0.4979667,0.65406626,-0.14745672,-0.3073012,0.5265414,-0.2730429,0.6891223,-0.11500044,0.22071408,0.5150851,0.8143919,-0.11877334,0.5426576,0.18989182,-0.81449515,0.22612219,-0.2707553,0,Y
-0.3803622,0.22157721,0.16261728,0.38096705,0.044513848,0.606075,-0.0025517144,0.36077413,0.4025317,0.16264462,-0.25246516,0.21550658,0.77212524,-0.32586002,-0.015355731,0.89795756,0.9597438,0.01689184,-0.22891021,0.5948016,0,V
0.079520516,-0.24346122,-0.16747999,0.27440354,0.020259773,-0.1906004,-0.069672205,-0.27723396,0.25404257,0.8887004,-0.2216057,-0.026037239,-0.02795414,0.45285824,-1.3417877,0.4500699,-0.17984866,0.5447133,-0.31206933,-0.41620612,0,?
0.019336186,0.12875344,0.27877977,0.04557742,-0.4613397,-0.2780662,0.078909405,0.23587124,0.3200093,0.9966215,0.033942223,-0.51227033,-0.3442122,0.074980296,1.1073782,-0.23616797,-0.31111205,0.58676636,-0.34167525,-0.4775036,0,!
0.4579375,-0.4041572,0.082495295,-0.16919109,0.53185076,0.39388496,0.33805653,-0.25708795,0.670097,-0.69632775,0.7624405,0.52130646,-0.2896414,0.35182407,-0.13553797,-0.76627403,-0.23583488,0.36038172,-0.22186038,0.3717789,0,&
-0.15749572,0.28161207,0.31147027,0.26896524,-0.31878534,-1.1057649,-0.24750175,-0.81931895,-0.18763112,-0.48036346,-0.52647585,-0.0700289,-0.1156908,-0.2941697,-0.49021798,0.31216407,-0.19663666,0.6780131,0.42616343,-0.06287861,0,%
-0.64213544,0.612758,0.5212274,0.49135557,0.286418,-0.1498792,-0.40956965,-0.19263734,0.64316016,0.042401962,0.014555457,-0.04515791,-0.17002909,-0.1394025,-0.4020872,-0.9496894,-0.14765945,-0.88622504,0.08348232,0.21430477,0,Z
-0.3612544,-0.4285305,-0.39108124,-0.58397704,0.6038557,-0.05013826,-0.10534377,0.5902517,0.41885203,-0.39709234,-0.40500918,-0.65783846,0.09572658,0.88800925,-0.38917735,-0.05537914,0.01095436,0.5351937,0.41372114,-0.35406637,0,Q
0.13854708,0.17879531,0.6073698,-0.14836703,0.67119056,-0.1974642,-0.07889598,0.034623157,0.0012866753,0.28836283,0.4991781,-1.0880723,-0.03745557,-0.7028032,-0.08168067,-0.20689009,-0.18718076,-0.41971427,0.10512538,-0.8818846,0,/
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,~
0.32982054,0.050656747,0.5810957,0.14863479,-0.056367807,-0.9381042,-0.561768,-0.076836035,0.6590977,0.2386649,0.58114475,-0.5972315,0.120218806,0.37972996,-0.037778284,0.4828282,0.3957122,-0.29726338,-0.6291726,0.3230912,1, 
-0.67657655,-0.2478175,0.29686368,0.10770827,0.5372308,0.40797397,0.8913085,-0.31219676,0.37854278,0.22423555,0.09987923,0.58482045,0.7186908,0.58763725,0.42163658,-0.17951067,-0.045889832,0.4317422,0.47055045,0.082556784,1,e
-0.4680257,0.076659136,-0.98945546,0.15971117,-0.47364846,-0.3124451,-0.27239576,-0.044057183,0.03635284,-0.8563071,0.24248041,-0.3122291,0.2842411,-0.66562074,-0.3095878,0.04696402,0.29661328,-0.62914443,0.24827673,-0.55960745,1,t
0.24893837,0.57109684,0.10727572,0.25402582,0.4663643,-0.108458936,0.116460726,-1.2107167,-0.22198561,0.4255053,0.1950491,0.10268448,0.20924103,0.045981657,0.47476614,0.17893425,0.7094883,0.8315471,0.19973564,-0.101032555,1,a
-0.13828352,-0.30522236,0.06387829,0.46586823,0.41823182,-0.14465703,0.7261972,0.0063577965,1.0356468,-0.30074963,-0.3100723,-0.67537844,0.7563125,-0.43485397,-0.31948882,0.25513986,-0.068786554,0.45546597,0.13911691,0.012361069,1,o
0.481722,-0.17732152,0.05462282,0.08534083,0.45377922,0.15874463,0.35962924,0.2179149,-0.54254514,-0.16634817,-0.12865898,0.5315179,-0.2391684,-0.16973577,0.54098964,-0.7030977,0.2686528,-0.6072341,-0.28661734,-0.20499809,1,n
0.060949013,0.29811382,0.26029462,-0.07514385,0.62045586,-0.23824516,-0.014887386,0.12427264,-0.07203255,0.79717857,0.63216454,-0.66458577,0.5204426,0.016430931,0.052967418,-0.49526337,0.3951831,1.0051814,-0.12042713,0.44085065,1,i
-0.6957301,0.034618203,0.60184264,-0.6382407,0.816446,-0.21613221,-0.099454015,0.43023595,0.2662155,0.33170995,-0.16098122,-0.0994916,-0.78894794,-0.3891326,0.29227057,0.414547,-0.56798255,-0.38524428,0.2608296,-0.17463647,1,r
-0.35385618,0.20831797,-0.06901437,-0.01877572,-0.5809694,-0.13159348,0.9011186,0.14143015,0.04213602,-0.8081504,-0.09811818,0.8402183,-0.09428943,-0.46536392,0.5748435,-0.15534514,0.20614897,0.17119771,-0.6139228,-0.49010167,1,s
-0.615425,0.8853611,-0.33429852,-0.8791721,-0.006906502,-0.29146403,0.0072166678,0.2641345,-0.013592589,-0.34146285,-0.20838149,-0.18772039,-0.5815356,-0.37622452,-0.7236136,-0.5725233,0.06260393,0.3014885,0.41953114,-0.02185852,1,h
0.509902,0.36159813,-0.41766497,-0.7221703,0.5180173,-0.775226,-0.5298047,0.25360563,0.05845647,-0.15323074,-0.26125637,0.6967893,-0.20276919,-0.30963498,0.35753688,-0.14208844,-0.4537594,0.17326577,0.59458363,0.49378088,1,l
-0.32868212,-0.70208424,0.011333546,-1.1038141,0.20715865,0.42228884,0.10643053,0.38063642,-0.27794406,-0.030755946,-0.06570708,-0.24337521,-0.17347006,-0.14828251,0.21208611,-0.45280194,-0.58403885,-0.50618154,0.22133523,-0.28427455,1,d
0.14918391,0.46455732,-0.46058005,-0.40677676,-0.24007641,0.19161054,-0.3704009,-0.2721104,0.30410072,-0.9420781,0.69653285,-0.255783,-0.045545064,-0.19506635,0.29294062,-0.5118176,0.91533095,-0.52908754,-0.15864952,-0.1316616,1,c
0.0044884505,1.0578918,-0.19432496,-0.11058439,0.7009385,0.10308728,0.4338617,-0.3762633,0.37150967,0.54066145,0.025396569,-0.3631296,0.28472334,0.6778315,0.49613106,-0.6946955,0.0101511665,0.37423766,-0.15321586,0.057933267,1,u
-0.01761786,0.24235398,0.3828069,-0.3556567,0.055418104,0.21277976,-0.03230557,0.51547253,0.3575775,-0.47767895,0.15053676,0.13998798,-0.5193288,0.25716814,-1.4594231,-0.57719874,-0.1952087,0.22200704,-0.19127293,0.17785318,1,m
-1.1206558,-0.010771374,-0.7341653,0.06595649,-0.6902154,-0.45623797,0.042132955,0.5871485,0.0068759304,-0.5108762,0.008879604,-0.17606716,-0.60514665,-0.20257653,0.32358766,-0.19869602,0.44801626,0.22482577,-0.11307844,-0.032724347,1,f
0.15597454,0.33176687,-0.5085769,-0.4601455,-0.34346586,0.53250045,0.04361197,-0.21333848,0.101932675,0.0010498448,0.5546043,-0.25704524,-0.51040256,-0.14533567,0.3541293,0.13362083,-0.4694247,0.7958923,-0.79749286,0.031217214,1,p
0.06506993,-0.10720235,-0.57706195,-0.72221494,-0.048824087,-0.04026672,-0.05428484,0.19100402,0.33412427,-0.7686048,0.605482,-0.20114218,-0.18729818,-0.55571103,-0.13922724,-0.323252,-0.98806125,-0.07952214,0.6509861,0.20941955,1,g
-0.632558,0.0374568,-0.078765705,0.60538673,0.106694534,-0.12855197,0.26128626,-0.7257864,-0.2274583,0.49345732,-0.33390477,0.41796428,-0.5636494,-0.5031283,0.15961894,-0.7710883,-0.19452439,0.1414879,0.4810372,-0.7356974,1,y
-0.10869961,1.0736169,0.119939,-0.9959548,-0.27945966,-0.25335684,-0.3383766,0.24421324,0.13911098,-0.040237427,0.14806536,0.014767429,0.3157653,-0.60117596,-0.76051414,0.21894817,-0.10131115,0.36447003,0.040746085,-0.48731726,1,w
0.4958873,0.79099816,0.16013977,-0.12416664,-0.1671246,-0.4484462,-0.08020895,-0.26814198,0.09951921,0.7855927,-0.46401867,-0.7502835,-0.1897521,-0.057564348,0.020159744,-0.7438444,-0.20250212,0.16767004,-0.2874496,-0.12757774,1,b
0.24592128,-0.18449308,-0.032202132,-0.23432536,0.021633975,0.7252688,-0.16713288,-0.53355587,-0.7557199,0.57270086,-0.7056166,0.4919056,-0.18689108,-0.37969542,-0.8262825,-0.045416303,0.40042928,0.520169,-0.11494135,-0.25187895,1,.
-0.8144667,0.25153938,0.6894496,0.17090568,0.42544356,0.3935694,0.3162428,-0.33642134,-0.2231427,0.32047132,-0.839271,-0.009830268,-0.23689276,-0.28914562,-0.50819755,0.14679924,0.4463014,0.5844395,0.5479826,0.31967163,1,","
0.052740052,0.09117601,0.08424032,-0.2298158,-0.12561831,-0.071578905,-0.56729877,0.4511202,-0.19471475,0.44969645,-0.076133385,-0.06383959,-1.237912,0.040316794,-0.64006156,-0.8273031,-0.55219215,-0.2511344,0.0025457137,-0.36957836,1,v
-0.32621726,0.570982,-0.6148295,-0.93381596,-0.059377618,-0.24910237,0.40333542,-0.34495154,0.2668266,0.0100853555,0.44546226,-0.43509963,-0.520934,-0.08610291,-0.21566603,-0.7365656,0.03475435,0.2769796,0.36703047,-0.6563345,1,k
